"SR_NUM_1","SR_NUM_2","SITE_NAME_COMPARISON_SCORE","STATE_COMPARISON_SCORE","CITY_COMPARISON_SCORE","POSTAL_CODE_COMPARISON_SCORE","CONCAT_ADDRESS_COMPARISON_SCORE","NUM_OF_MATCHES_FOUND"
30144,509,0,1,1,1,3,6
35474,509,0,1,1,1,3,6
3665,528,0,1,1,1,3,6
4216,528,1,1,1,1,3,7
980,529,1,1,1,1,0,4
4178,529,1,1,1,1,0,4
7147,529,1,1,1,1,3,7
7719,529,1,1,1,1,0,4
8539,529,1,1,1,1,0,4
2664,728,1,1,1,1,0,4
967,752,1,1,1,1,3,7
7662,752,1,1,1,1,0,4
2408,767,0,1,1,1,3,6
2662,767,0,1,1,1,3,6
9699,767,0,1,1,1,3,6
11411,767,0,1,1,1,3,6
12814,767,0,1,1,1,3,6
21094,767,0,1,1,1,3,6
21553,767,0,1,1,1,3,6
21834,767,0,1,1,1,3,6
23693,767,0,1,1,1,3,6
30088,767,0,1,1,1,3,6
31529,767,0,1,1,1,3,6
2175,843,0,1,1,1,3,6
2664,843,0,1,1,0,3,5
2913,843,0,1,1,1,3,6
7475,843,0,1,1,0,3,5
8360,843,1,1,1,1,3,7
8982,843,0,0,1,1,3,5
9075,843,1,1,1,1,3,7
9600,843,1,1,1,1,3,7
10107,843,1,1,1,1,3,7
10225,843,1,1,1,1,3,7
11280,843,0,1,1,1,3,6
11680,843,1,1,1,1,0,4
11972,843,1,1,1,1,3,7
11973,843,0,1,1,1,3,6
12040,843,0,1,1,0,3,5
12939,843,1,1,1,0,3,6
14496,843,1,1,1,1,0,4
14652,843,0,1,1,0,3,5
15475,843,0,1,1,0,3,5
15861,843,0,1,1,1,3,6
16753,843,0,1,1,0,3,5
18069,843,0,1,1,0,3,5
18612,843,0,1,1,0,3,5
18670,843,0,1,1,0,3,5
21088,843,0,1,0,1,3,5
22273,843,1,1,1,1,3,7
22939,843,0,1,1,0,3,5
23381,843,0,1,1,0,3,5
23556,843,0,0,1,0,3,4
24361,843,0,1,1,0,3,5
24871,843,0,1,1,0,3,5
24875,843,0,1,1,0,3,5
25009,843,0,0,1,0,3,4
25048,843,1,1,1,1,0,4
25084,843,0,1,1,0,3,5
25298,843,0,0,1,0,3,4
25412,843,0,1,1,0,3,5
25469,843,1,1,1,1,0,4
25686,843,0,0,1,0,3,4
