SR_NUM_1,SR_NUM_2,SITE_NAME_COMPARISON_SCORE,STATE_COMPARISON_SCORE,CITY_COMPARISON_SCORE,POSTAL_CODE_COMPARISON_SCORE,CONCAT_ADDRESS_COMPARISON_SCORE,NUM_OF_MATCHES_FOUND,COUNTRY
8326,8324,1,1,1,1,3,7,Italy
8331,8330,1,1,1,1,3,7,Italy
8340,8339,1,1,1,1,3,7,Italy
8342,8341,1,1,1,1,0,4,Italy
8347,8341,1,1,1,1,0,4,Italy
8346,8343,1,1,1,1,3,7,Italy
8345,8344,1,1,1,1,3,7,Italy
8349,8348,1,1,1,1,3,7,Italy
8351,8348,1,1,1,1,3,7,Italy
8352,8350,1,1,1,1,3,7,Italy
8354,8353,1,1,1,1,3,7,Italy
8362,8355,1,1,1,1,0,4,Italy
8364,8355,1,1,1,1,0,4,Italy
8360,8356,1,1,1,1,3,7,Italy
8365,8356,1,1,1,1,3,7,Italy
8366,8356,1,1,1,1,3,7,Italy
8367,8357,0,0,1,1,3,5,Italy
8359,8358,1,1,1,1,3,7,Italy
8361,8358,1,1,1,1,3,7,Italy
8363,8358,1,1,1,1,3,7,Italy
8372,8371,1,1,1,1,0,4,Italy
8376,8375,1,1,1,1,3,7,Italy
8380,8379,1,1,1,1,3,7,Italy
8381,8379,1,1,1,1,3,7,Italy
8382,8379,1,1,1,1,3,7,Italy
8385,8384,1,1,1,1,3,7,Italy
8388,8384,0,0,1,1,3,5,Italy
8387,8386,1,1,1,1,0,4,Italy
8390,8389,1,1,1,1,3,7,Italy
8391,8389,1,1,1,1,3,7,Italy
8392,8389,1,1,1,1,3,7,Italy
8395,8394,1,1,1,1,3,7,Italy
8399,8397,1,1,1,1,3,7,Italy
8416,8397,1,1,0,1,3,6,Italy
8402,8397,1,1,1,1,0,4,Italy
8403,8397,1,1,1,1,0,4,Italy
8404,8397,1,1,1,1,0,4,Italy
8405,8397,1,1,1,1,0,4,Italy
8414,8397,1,1,1,1,0,4,Italy
8415,8397,1,1,1,1,0,4,Italy
8401,8398,1,1,1,1,3,7,Italy
8407,8400,1,1,1,1,3,7,Italy
8411,8400,1,1,1,1,3,7,Italy
8408,8406,1,1,1,1,3,7,Italy
8409,8406,1,1,1,1,3,7,Italy
8410,8406,1,1,1,1,3,7,Italy
8412,8406,1,1,1,1,3,7,Italy
8413,8406,1,1,1,1,3,7,Italy
8418,8417,1,1,1,1,3,7,Italy
8419,8417,1,1,1,1,3,7,Italy
8421,8420,1,1,1,1,3,7,Italy
8422,8420,1,1,1,1,3,7,Italy
8425,8420,0,0,1,1,3,5,Italy
8424,8423,1,1,1,1,3,7,Italy
8429,8428,1,1,1,1,3,7,Italy
8430,8428,1,1,1,1,3,7,Italy
8432,8431,1,1,1,1,3,7,Italy
8434,8433,1,1,1,1,3,7,Italy
8436,8435,1,1,1,1,3,7,Italy
8439,8435,1,1,1,1,3,7,Italy
8441,8435,1,1,1,1,3,7,Italy
8438,8437,1,1,1,1,3,7,Italy
8440,8437,1,1,1,1,3,7,Italy
8450,8449,1,1,1,1,3,7,Italy
8452,8451,1,1,1,1,3,7,Italy
8488,8451,0,1,1,1,3,6,Italy
8453,8451,1,1,1,1,0,4,Italy
8455,8454,1,1,1,1,3,7,Italy
8457,8456,1,1,1,1,3,7,Italy
8458,8456,1,1,1,1,3,7,Italy
8459,8456,1,1,1,1,3,7,Italy
8460,8456,1,1,1,1,3,7,Italy
8484,8456,1,1,1,1,0,4,Italy
8486,8456,1,1,1,1,0,4,Italy
8479,8462,1,0,1,1,3,6,Italy
8471,8463,1,1,1,1,0,4,Italy
8478,8463,1,1,1,1,0,4,Italy
8480,8463,1,1,1,1,0,4,Italy
8481,8463,1,1,1,1,0,4,Italy
8465,8464,1,1,1,1,3,7,Italy
8473,8464,1,1,1,1,3,7,Italy
8472,8466,1,1,1,1,3,7,Italy
8474,8466,1,1,1,1,3,7,Italy
8475,8466,1,1,1,1,3,7,Italy
8476,8466,1,1,1,1,3,7,Italy
8477,8466,1,1,1,1,3,7,Italy
8470,8467,1,1,1,1,3,7,Italy
8482,8468,1,1,1,1,3,7,Italy
8483,8469,1,1,1,1,3,7,Italy
8487,8485,1,1,1,1,3,7,Italy
8494,8493,0,1,1,1,3,6,Italy
8497,8496,1,1,1,1,3,7,Italy
8506,8498,0,1,1,1,3,6,Italy
8500,8499,1,1,1,1,3,7,Italy
8501,8499,1,1,1,1,3,7,Italy
8502,8499,1,1,1,1,3,7,Italy
8503,8499,1,1,1,1,3,7,Italy
8504,8499,1,1,1,1,3,7,Italy
8505,8499,1,1,1,1,3,7,Italy
8508,8507,1,1,1,1,3,7,Italy
8511,8510,1,0,1,1,3,6,Italy
8512,8510,1,1,1,1,0,4,Italy
8514,8513,1,1,1,1,3,7,Italy
8515,8513,1,1,1,1,3,7,Italy
8516,8513,1,1,1,1,0,4,Italy
8522,8521,1,1,1,1,3,7,Italy
8523,8521,1,1,1,1,3,7,Italy
8526,8521,1,1,1,1,0,4,Italy
8525,8524,1,1,1,1,3,7,Italy
8529,8528,1,1,1,1,3,7,Italy
8530,8528,1,1,1,1,3,7,Italy
8533,8532,1,1,1,1,3,7,Italy
8534,8532,1,1,1,1,3,7,Italy
8542,8537,0,1,1,1,3,6,Italy
8539,8538,1,1,1,1,0,4,Italy
8545,8544,1,1,1,1,3,7,Italy
8593,8544,1,1,1,0,3,6,Italy
8547,8546,1,1,1,1,3,7,Italy
8549,8548,1,1,1,1,0,4,Italy
8554,8548,1,1,1,1,0,4,Italy
8555,8548,1,1,1,1,0,4,Italy
8557,8548,1,1,1,1,0,4,Italy
8561,8548,1,1,1,1,0,4,Italy
8562,8548,1,1,1,1,0,4,Italy
8565,8550,1,0,1,1,3,6,Italy
8553,8552,1,1,1,1,3,7,Italy
8556,8552,1,1,1,1,3,7,Italy
8558,8552,1,1,1,1,3,7,Italy
8559,8552,1,1,1,1,3,7,Italy
8560,8552,1,1,1,1,3,7,Italy
8573,8564,1,1,1,1,0,4,Italy
8567,8566,1,1,1,1,3,7,Italy
8568,8566,1,1,1,1,3,7,Italy
8569,8566,1,1,1,1,3,7,Italy
8570,8566,1,1,1,1,3,7,Italy
8571,8566,1,1,1,1,3,7,Italy
8572,8566,1,1,1,1,3,7,Italy
8575,8574,1,1,1,1,3,7,Italy
8585,8577,0,1,1,1,3,6,Italy
8580,8579,1,1,1,1,3,7,Italy
8581,8579,1,1,1,1,3,7,Italy
8582,8579,1,1,1,1,3,7,Italy
8584,8583,1,1,1,1,3,7,Italy
8588,8587,1,1,1,1,3,7,Italy
8594,8592,1,1,1,1,0,4,Italy
8601,8595,1,1,1,0,3,6,Italy
8600,8599,1,1,1,1,3,7,Italy
8613,8606,1,1,1,1,0,4,Italy
8614,8606,1,1,1,1,0,4,Italy
8608,8607,1,1,1,1,3,7,Italy
8609,8607,1,1,1,1,3,7,Italy
8610,8607,1,1,1,1,3,7,Italy
8611,8607,1,1,1,1,3,7,Italy
8612,8607,1,1,1,1,3,7,Italy
8616,8615,1,1,1,1,0,4,Italy
8618,8617,1,1,1,1,3,7,Italy
8629,8628,1,1,1,1,3,7,Italy
8639,8632,1,1,1,0,3,6,Italy
8636,8635,1,1,1,1,3,7,Italy
8637,8635,1,1,1,1,3,7,Italy
8638,8635,1,1,1,1,3,7,Italy
8641,8632,1,1,1,1,0,4,Italy
8643,8632,1,1,1,1,0,4,Italy
8646,8632,1,1,1,1,0,4,Italy
8648,8640,1,1,1,1,3,7,Italy
8644,8642,1,1,1,1,3,7,Italy
8645,8642,1,1,1,1,3,7,Italy
8647,8642,1,1,1,1,3,7,Italy
8649,8642,1,1,1,1,3,7,Italy
8652,8651,0,0,1,1,3,5,Italy
8654,8653,1,1,1,1,3,7,Italy
8655,8653,1,1,1,1,3,7,Italy
8656,8653,1,1,1,1,3,7,Italy
8660,8657,1,0,1,1,3,6,Italy
8658,8657,1,1,1,1,0,4,Italy
8663,8659,1,1,1,1,3,7,Italy
8662,8661,1,1,1,1,3,7,Italy
8664,8661,1,1,1,1,3,7,Italy
8666,8665,1,1,1,1,3,7,Italy
8668,8667,1,1,1,1,3,7,Italy
8669,8667,1,1,1,1,0,4,Italy
8672,8671,1,1,1,1,3,7,Italy
8673,8671,1,1,1,1,3,7,Italy
8674,8671,1,1,1,1,3,7,Italy
8675,8671,1,1,1,1,3,7,Italy
8688,8671,1,1,1,0,3,6,Italy
8677,8676,1,1,1,1,3,7,Italy
8679,8678,1,1,1,1,3,7,Italy
8681,8680,1,1,1,1,0,4,Italy
8686,8682,1,1,1,1,0,4,Italy
8684,8683,1,1,1,1,3,7,Italy
8685,8683,1,1,1,1,3,7,Italy
8690,8689,1,1,1,1,3,7,Italy
8692,8691,1,1,1,1,3,7,Italy
8694,8691,1,1,1,1,3,7,Italy
8693,8691,1,1,1,1,0,4,Italy
8720,8695,1,0,1,1,3,6,Italy
8700,8695,1,1,1,1,0,4,Italy
8702,8695,1,1,1,1,0,4,Italy
8707,8695,1,1,1,1,0,4,Italy
8708,8695,1,1,1,1,0,4,Italy
8711,8695,1,1,1,1,0,4,Italy
